,0,1
2350,Klobuchar (D-MN),Yea
2351,Lankford (R-OK),Nay
2352,Leahy (D-VT),Yea
2353,Lee (R-UT),Nay
2354,Loeffler (R-GA),Nay
2355,Manchin (D-WV),Yea
2356,Markey (D-MA),Yea
2357,McConnell (R-KY),Nay
2358,McSally (R-AZ),Yea
2359,Menendez (D-NJ),Yea
2360,Merkley (D-OR),Yea
2361,Moran (R-KS),Nay
2362,Murkowski (R-AK),Yea
2363,Murphy (D-CT),Yea
2364,Murray (D-WA),Yea
2365,Paul (R-KY),Nay
2366,Perdue (R-GA),Nay
2367,Peters (D-MI),Yea
2368,Portman (R-OH),Yea
2369,Reed (D-RI),Yea
2370,Risch (R-ID),Nay
2371,Roberts (R-KS),Nay
2372,Romney (R-UT),Nay
2373,Rosen (D-NV),Yea
2374,Rounds (R-SD),Nay
2375,Rubio (R-FL),Nay
2376,Sanders (I-VT),Not Voting
2377,Sasse (R-NE),Nay
2378,Schatz (D-HI),Yea
2379,Schumer (D-NY),Yea
2380,Scott (R-FL),Nay
2381,Scott (R-SC),Nay
2382,Shaheen (D-NH),Yea
2383,Shelby (R-AL),Nay
2384,Sinema (D-AZ),Yea
2385,Smith (D-MN),Yea
2386,Stabenow (D-MI),Yea
2387,Sullivan (R-AK),Yea
2388,Tester (D-MT),Yea
2389,Thune (R-SD),Nay
2390,Tillis (R-NC),Nay
2391,Toomey (R-PA),Nay
2392,Udall (D-NM),Yea
2393,Van Hollen (D-MD),Yea
2394,Warner (D-VA),Yea
2395,Warren (D-MA),Not Voting
2396,Whitehouse (D-RI),Yea
2397,Wicker (R-MS),Nay
2398,Wyden (D-OR),Yea
2399,Young (R-IN),Yea
2400,Alexander (R-TN),Yea
2401,Baldwin (D-WI),Nay
2402,Barrasso (R-WY),Nay
2403,Bennet (D-CO),Nay
2404,Blackburn (R-TN),Nay
2405,Blumenthal (D-CT),Nay
2406,Blunt (R-MO),Yea
2407,Booker (D-NJ),Not Voting
2408,Boozman (R-AR),Nay
2409,Braun (R-IN),Nay
2410,Brown (D-OH),Nay
2411,Burr (R-NC),Yea
2412,Cantwell (D-WA),Nay
2413,Capito (R-WV),Not Voting
2414,Cardin (D-MD),Nay
2415,Carper (D-DE),Nay
2416,Casey (D-PA),Nay
2417,Cassidy (R-LA),Not Voting
2418,Collins (R-ME),Nay
2419,Coons (D-DE),Nay
2420,Cornyn (R-TX),Nay
2421,Cortez Masto (D-NV),Nay
2422,Cotton (R-AR),Not Voting
2423,Cramer (R-ND),Nay
2424,Crapo (R-ID),Nay
2425,Cruz (R-TX),Not Voting
2426,Daines (R-MT),Nay
2427,Duckworth (D-IL),Nay
2428,Durbin (D-IL),Nay
2429,Enzi (R-WY),Nay
2430,Ernst (R-IA),Yea
2431,Feinstein (D-CA),Nay
2432,Fischer (R-NE),Nay
2433,Gardner (R-CO),Nay
2434,Gillibrand (D-NY),Nay
2435,Graham (R-SC),Yea
2436,Grassley (R-IA),Nay
2437,Harris (D-CA),Not Voting
2438,Hassan (D-NH),Nay
2439,Hawley (R-MO),Not Voting
2440,Heinrich (D-NM),Nay
2441,Hirono (D-HI),Nay
2442,Hoeven (R-ND),Nay
2443,Hyde-Smith (R-MS),Nay
2444,Inhofe (R-OK),Nay
2445,Johnson (R-WI),Nay
2446,Jones (D-AL),Nay
2447,Kaine (D-VA),Nay
2448,Kennedy (R-LA),Nay
2449,King (I-ME),Nay
2450,Klobuchar (D-MN),Nay
2451,Lankford (R-OK),Nay
2452,Leahy (D-VT),Nay
2453,Lee (R-UT),Nay
2454,Loeffler (R-GA),Yea
2455,Manchin (D-WV),Nay
2456,Markey (D-MA),Not Voting
2457,McConnell (R-KY),Nay
2458,McSally (R-AZ),Nay
2459,Menendez (D-NJ),Nay
2460,Merkley (D-OR),Nay
2461,Moran (R-KS),Nay
2462,Murkowski (R-AK),Yea
2463,Murphy (D-CT),Nay
2464,Murray (D-WA),Nay
2465,Paul (R-KY),Nay
2466,Perdue (R-GA),Yea
2467,Peters (D-MI),Nay
2468,Portman (R-OH),Nay
2469,Reed (D-RI),Nay
2470,Risch (R-ID),Nay
2471,Roberts (R-KS),Yea
2472,Romney (R-UT),Nay
2473,Rosen (D-NV),Nay
2474,Rounds (R-SD),Nay
2475,Rubio (R-FL),Yea
2476,Sanders (I-VT),Not Voting
2477,Sasse (R-NE),Nay
2478,Schatz (D-HI),Nay
2479,Schumer (D-NY),Nay
2480,Scott (R-FL),Nay
2481,Scott (R-SC),Nay
2482,Shaheen (D-NH),Nay
2483,Shelby (R-AL),Not Voting
2484,Sinema (D-AZ),Nay
2485,Smith (D-MN),Nay
2486,Stabenow (D-MI),Nay
2487,Sullivan (R-AK),Yea
2488,Tester (D-MT),Nay
2489,Thune (R-SD),Yea
2490,Tillis (R-NC),Yea
2491,Toomey (R-PA),Not Voting
2492,Udall (D-NM),Nay
2493,Van Hollen (D-MD),Nay
2494,Warner (D-VA),Nay
2495,Warren (D-MA),Not Voting
2496,Whitehouse (D-RI),Nay
2497,Wicker (R-MS),Yea
2498,Wyden (D-OR),Nay
2499,Young (R-IN),Yea
2500,Alexander (R-TN),Yea
2501,Baldwin (D-WI),Nay
2502,Barrasso (R-WY),Yea
2503,Bennet (D-CO),Nay
2504,Blackburn (R-TN),Nay
2505,Blumenthal (D-CT),Nay
2506,Blunt (R-MO),Yea
2507,Booker (D-NJ),Not Voting
2508,Boozman (R-AR),Yea
2509,Braun (R-IN),Nay
2510,Brown (D-OH),Nay
2511,Burr (R-NC),Yea
2512,Cantwell (D-WA),Nay
2513,Capito (R-WV),Not Voting
2514,Cardin (D-MD),Nay
2515,Carper (D-DE),Nay
2516,Casey (D-PA),Yea
2517,Cassidy (R-LA),Not Voting
2518,Collins (R-ME),Yea
2519,Coons (D-DE),Nay
2520,Cornyn (R-TX),Nay
2521,Cortez Masto (D-NV),Yea
2522,Cotton (R-AR),Yea
2523,Cramer (R-ND),Yea
2524,Crapo (R-ID),Nay
2525,Cruz (R-TX),Not Voting
2526,Daines (R-MT),Yea
2527,Duckworth (D-IL),Nay
2528,Durbin (D-IL),Nay
2529,Enzi (R-WY),Yea
2530,Ernst (R-IA),Yea
2531,Feinstein (D-CA),Nay
2532,Fischer (R-NE),Yea
2533,Gardner (R-CO),Yea
2534,Gillibrand (D-NY),Nay
2535,Graham (R-SC),Yea
2536,Grassley (R-IA),Yea
2537,Harris (D-CA),Not Voting
2538,Hassan (D-NH),Yea
2539,Hawley (R-MO),Yea
2540,Heinrich (D-NM),Nay
2541,Hirono (D-HI),Nay
2542,Hoeven (R-ND),Yea
2543,Hyde-Smith (R-MS),Yea
2544,Inhofe (R-OK),Nay
2545,Johnson (R-WI),Nay
2546,Jones (D-AL),Yea
2547,Kaine (D-VA),Yea
2548,Kennedy (R-LA),Nay
2549,King (I-ME),Yea
2550,Klobuchar (D-MN),Nay
2551,Lankford (R-OK),Nay
2552,Leahy (D-VT),Yea
2553,Lee (R-UT),Nay
2554,Loeffler (R-GA),Yea
2555,Manchin (D-WV),Yea
2556,Markey (D-MA),Not Voting
2557,McConnell (R-KY),Nay
2558,McSally (R-AZ),Yea
2559,Menendez (D-NJ),Nay
2560,Merkley (D-OR),Nay
2561,Moran (R-KS),Nay
2562,Murkowski (R-AK),Yea
2563,Murphy (D-CT),Nay
2564,Murray (D-WA),Nay
2565,Paul (R-KY),Nay
2566,Perdue (R-GA),Yea
2567,Peters (D-MI),Nay
2568,Portman (R-OH),Yea
2569,Reed (D-RI),Yea
2570,Risch (R-ID),Yea
2571,Roberts (R-KS),Yea
2572,Romney (R-UT),Yea
2573,Rosen (D-NV),Yea
2574,Rounds (R-SD),Nay
2575,Rubio (R-FL),Yea
2576,Sanders (I-VT),Not Voting
2577,Sasse (R-NE),Nay
2578,Schatz (D-HI),Nay
2579,Schumer (D-NY),Nay
2580,Scott (R-FL),Nay
2581,Scott (R-SC),Yea
2582,Shaheen (D-NH),Yea
2583,Shelby (R-AL),Nay
2584,Sinema (D-AZ),Yea
2585,Smith (D-MN),Nay
2586,Stabenow (D-MI),Nay
2587,Sullivan (R-AK),Yea
2588,Tester (D-MT),Nay
2589,Thune (R-SD),Yea
2590,Tillis (R-NC),Yea
2591,Toomey (R-PA),Not Voting
2592,Udall (D-NM),Nay
2593,Van Hollen (D-MD),Nay
2594,Warner (D-VA),Yea
2595,Warren (D-MA),Not Voting
2596,Whitehouse (D-RI),Yea
2597,Wicker (R-MS),Yea
2598,Wyden (D-OR),Nay
2599,Young (R-IN),Yea
2600,Alexander (R-TN),Yea
2601,Baldwin (D-WI),Yea
2602,Barrasso (R-WY),Yea
2603,Bennet (D-CO),Yea
2604,Blackburn (R-TN),Not Voting
2605,Blumenthal (D-CT),Yea
2606,Blunt (R-MO),Yea
2607,Booker (D-NJ),Yea
2608,Boozman (R-AR),Yea
2609,Braun (R-IN),Yea
2610,Brown (D-OH),Yea
2611,Burr (R-NC),Yea
2612,Cantwell (D-WA),Yea
2613,Capito (R-WV),Yea
2614,Cardin (D-MD),Yea
2615,Carper (D-DE),Yea
2616,Casey (D-PA),Yea
2617,Cassidy (R-LA),Yea
2618,Collins (R-ME),Yea
2619,Coons (D-DE),Yea
2620,Cornyn (R-TX),Not Voting
2621,Cortez Masto (D-NV),Yea
2622,Cotton (R-AR),Yea
2623,Cramer (R-ND),Yea
2624,Crapo (R-ID),Yea
2625,Cruz (R-TX),Yea
2626,Daines (R-MT),Yea
2627,Duckworth (D-IL),Yea
2628,Durbin (D-IL),Yea
2629,Enzi (R-WY),Yea
2630,Ernst (R-IA),Yea
2631,Feinstein (D-CA),Yea
2632,Fischer (R-NE),Yea
2633,Gardner (R-CO),Yea
2634,Gillibrand (D-NY),Yea
2635,Graham (R-SC),Yea
2636,Grassley (R-IA),Yea
2637,Harris (D-CA),Yea
2638,Hassan (D-NH),Yea
2639,Hawley (R-MO),Yea
2640,Heinrich (D-NM),Yea
2641,Hirono (D-HI),Yea
2642,Hoeven (R-ND),Yea
2643,Hyde-Smith (R-MS),Yea
2644,Inhofe (R-OK),Yea
2645,Johnson (R-WI),Yea
2646,Jones (D-AL),Not Voting
2647,Kaine (D-VA),Yea
2648,Kennedy (R-LA),Yea
2649,King (I-ME),Yea
2650,Klobuchar (D-MN),Not Voting
2651,Lankford (R-OK),Yea
2652,Leahy (D-VT),Yea
2653,Lee (R-UT),Nay
2654,Loeffler (R-GA),Yea
2655,Manchin (D-WV),Yea
2656,Markey (D-MA),Yea
2657,McConnell (R-KY),Yea
2658,McSally (R-AZ),Yea
2659,Menendez (D-NJ),Yea
2660,Merkley (D-OR),Yea
2661,Moran (R-KS),Yea
2662,Murkowski (R-AK),Yea
2663,Murphy (D-CT),Yea
2664,Murray (D-WA),Yea
2665,Paul (R-KY),Nay
2666,Perdue (R-GA),Yea
2667,Peters (D-MI),Yea
2668,Portman (R-OH),Yea
2669,Reed (D-RI),Yea
2670,Risch (R-ID),Yea
2671,Roberts (R-KS),Yea
2672,Romney (R-UT),Yea
2673,Rosen (D-NV),Yea
2674,Rounds (R-SD),Yea
2675,Rubio (R-FL),Yea
2676,Sanders (I-VT),Not Voting
2677,Sasse (R-NE),Yea
2678,Schatz (D-HI),Nay
2679,Schumer (D-NY),Yea
2680,Scott (R-FL),Nay
2681,Scott (R-SC),Yea
2682,Shaheen (D-NH),Yea
2683,Shelby (R-AL),Yea
2684,Sinema (D-AZ),Yea
2685,Smith (D-MN),Yea
2686,Stabenow (D-MI),Yea
2687,Sullivan (R-AK),Yea
2688,Tester (D-MT),Yea
2689,Thune (R-SD),Yea
2690,Tillis (R-NC),Yea
2691,Toomey (R-PA),Yea
2692,Udall (D-NM),Yea
2693,Van Hollen (D-MD),Yea
2694,Warner (D-VA),Yea
2695,Warren (D-MA),Not Voting
2696,Whitehouse (D-RI),Yea
2697,Wicker (R-MS),Yea
2698,Wyden (D-OR),Yea
2699,Young (R-IN),Yea
2700,Alexander (R-TN),Yea
2701,Baldwin (D-WI),Nay
2702,Barrasso (R-WY),Yea
2703,Bennet (D-CO),Nay
2704,Blackburn (R-TN),Yea
2705,Blumenthal (D-CT),Nay
2706,Blunt (R-MO),Yea
2707,Booker (D-NJ),Nay
2708,Boozman (R-AR),Yea
2709,Braun (R-IN),Yea
2710,Brown (D-OH),Nay
2711,Burr (R-NC),Yea
2712,Cantwell (D-WA),Nay
2713,Capito (R-WV),Yea
2714,Cardin (D-MD),Nay
2715,Carper (D-DE),Nay
2716,Casey (D-PA),Yea
2717,Cassidy (R-LA),Yea
2718,Collins (R-ME),Yea
2719,Coons (D-DE),Nay
2720,Cornyn (R-TX),Yea
2721,Cortez Masto (D-NV),Nay
2722,Cotton (R-AR),Yea
2723,Cramer (R-ND),Yea
2724,Crapo (R-ID),Yea
2725,Cruz (R-TX),Yea
2726,Daines (R-MT),Yea
2727,Duckworth (D-IL),Nay
2728,Durbin (D-IL),Nay
2729,Enzi (R-WY),Yea
2730,Ernst (R-IA),Yea
2731,Feinstein (D-CA),Nay
2732,Fischer (R-NE),Yea
2733,Gardner (R-CO),Yea
2734,Gillibrand (D-NY),Nay
2735,Graham (R-SC),Yea
2736,Grassley (R-IA),Yea
2737,Harris (D-CA),Nay
2738,Hassan (D-NH),Nay
2739,Hawley (R-MO),Yea
2740,Heinrich (D-NM),Nay
2741,Hirono (D-HI),Nay
2742,Hoeven (R-ND),Yea
2743,Hyde-Smith (R-MS),Yea
2744,Inhofe (R-OK),Yea
2745,Johnson (R-WI),Yea
2746,Jones (D-AL),Yea
2747,Kaine (D-VA),Nay
2748,Kennedy (R-LA),Yea
2749,King (I-ME),Nay
2750,Klobuchar (D-MN),Not Voting
2751,Lankford (R-OK),Yea
2752,Leahy (D-VT),Nay
2753,Lee (R-UT),Yea
2754,Loeffler (R-GA),Yea
2755,Manchin (D-WV),Yea
2756,Markey (D-MA),Nay
2757,McConnell (R-KY),Yea
2758,McSally (R-AZ),Yea
2759,Menendez (D-NJ),Nay
2760,Merkley (D-OR),Nay
2761,Moran (R-KS),Yea
2762,Murkowski (R-AK),Yea
2763,Murphy (D-CT),Nay
2764,Murray (D-WA),Nay
2765,Paul (R-KY),Yea
2766,Perdue (R-GA),Yea
2767,Peters (D-MI),Nay
2768,Portman (R-OH),Yea
2769,Reed (D-RI),Nay
2770,Risch (R-ID),Yea
2771,Roberts (R-KS),Yea
2772,Romney (R-UT),Yea
2773,Rosen (D-NV),Nay
2774,Rounds (R-SD),Yea
2775,Rubio (R-FL),Yea
2776,Sanders (I-VT),Not Voting
2777,Sasse (R-NE),Yea
2778,Schatz (D-HI),Nay
2779,Schumer (D-NY),Nay
2780,Scott (R-FL),Yea
2781,Scott (R-SC),Yea
2782,Shaheen (D-NH),Nay
2783,Shelby (R-AL),Yea
2784,Sinema (D-AZ),Nay
2785,Smith (D-MN),Nay
2786,Stabenow (D-MI),Nay
2787,Sullivan (R-AK),Yea
2788,Tester (D-MT),Nay
2789,Thune (R-SD),Yea
2790,Tillis (R-NC),Yea
2791,Toomey (R-PA),Yea
2792,Udall (D-NM),Nay
2793,Van Hollen (D-MD),Nay
2794,Warner (D-VA),Nay
2795,Warren (D-MA),Not Voting
2796,Whitehouse (D-RI),Nay
2797,Wicker (R-MS),Yea
2798,Wyden (D-OR),Nay
2799,Young (R-IN),Yea
2800,Alexander (R-TN),Yea
2801,Baldwin (D-WI),Nay
2802,Barrasso (R-WY),Yea
2803,Bennet (D-CO),Nay
2804,Blackburn (R-TN),Yea
2805,Blumenthal (D-CT),Nay
2806,Blunt (R-MO),Yea
2807,Booker (D-NJ),Nay
2808,Boozman (R-AR),Yea
2809,Braun (R-IN),Yea
2810,Brown (D-OH),Nay
2811,Burr (R-NC),Yea
2812,Cantwell (D-WA),Nay
2813,Capito (R-WV),Yea
2814,Cardin (D-MD),Nay
2815,Carper (D-DE),Nay
2816,Casey (D-PA),Yea
2817,Cassidy (R-LA),Yea
2818,Collins (R-ME),Nay
2819,Coons (D-DE),Nay
2820,Cornyn (R-TX),Yea
2821,Cortez Masto (D-NV),Nay
2822,Cotton (R-AR),Yea
2823,Cramer (R-ND),Yea
2824,Crapo (R-ID),Yea
2825,Cruz (R-TX),Yea
2826,Daines (R-MT),Yea
2827,Duckworth (D-IL),Nay
2828,Durbin (D-IL),Nay
2829,Enzi (R-WY),Yea
2830,Ernst (R-IA),Yea
2831,Feinstein (D-CA),Nay
2832,Fischer (R-NE),Yea
2833,Gardner (R-CO),Yea
2834,Gillibrand (D-NY),Nay
2835,Graham (R-SC),Yea
2836,Grassley (R-IA),Yea
2837,Harris (D-CA),Nay
2838,Hassan (D-NH),Nay
2839,Hawley (R-MO),Yea
2840,Heinrich (D-NM),Nay
2841,Hirono (D-HI),Nay
2842,Hoeven (R-ND),Yea
2843,Hyde-Smith (R-MS),Yea
2844,Inhofe (R-OK),Yea
2845,Johnson (R-WI),Yea
2846,Jones (D-AL),Nay
2847,Kaine (D-VA),Nay
2848,Kennedy (R-LA),Yea
2849,King (I-ME),Nay
2850,Klobuchar (D-MN),Not Voting
2851,Lankford (R-OK),Yea
2852,Leahy (D-VT),Nay
2853,Lee (R-UT),Yea
2854,Loeffler (R-GA),Yea
2855,Manchin (D-WV),Yea
2856,Markey (D-MA),Nay
2857,McConnell (R-KY),Yea
2858,McSally (R-AZ),Yea
2859,Menendez (D-NJ),Nay
2860,Merkley (D-OR),Nay
2861,Moran (R-KS),Yea
2862,Murkowski (R-AK),Nay
2863,Murphy (D-CT),Nay
2864,Murray (D-WA),Nay
2865,Paul (R-KY),Yea
2866,Perdue (R-GA),Yea
2867,Peters (D-MI),Nay
2868,Portman (R-OH),Yea
2869,Reed (D-RI),Nay
2870,Risch (R-ID),Yea
2871,Roberts (R-KS),Yea
2872,Romney (R-UT),Yea
2873,Rosen (D-NV),Nay
2874,Rounds (R-SD),Yea
2875,Rubio (R-FL),Yea
2876,Sanders (I-VT),Not Voting
2877,Sasse (R-NE),Yea
2878,Schatz (D-HI),Nay
2879,Schumer (D-NY),Nay
2880,Scott (R-FL),Yea
2881,Scott (R-SC),Yea
2882,Shaheen (D-NH),Nay
2883,Shelby (R-AL),Yea
2884,Sinema (D-AZ),Nay
2885,Smith (D-MN),Nay
2886,Stabenow (D-MI),Nay
2887,Sullivan (R-AK),Yea
2888,Tester (D-MT),Nay
2889,Thune (R-SD),Yea
2890,Tillis (R-NC),Yea
2891,Toomey (R-PA),Yea
2892,Udall (D-NM),Nay
2893,Van Hollen (D-MD),Nay
2894,Warner (D-VA),Nay
2895,Warren (D-MA),Not Voting
2896,Whitehouse (D-RI),Nay
2897,Wicker (R-MS),Yea
2898,Wyden (D-OR),Nay
2899,Young (R-IN),Yea
2900,Alexander (R-TN),Yea
2901,Baldwin (D-WI),Yea
2902,Barrasso (R-WY),Nay
2903,Bennet (D-CO),Yea
2904,Blackburn (R-TN),Nay
2905,Blumenthal (D-CT),Yea
2906,Blunt (R-MO),Nay
2907,Booker (D-NJ),Yea
2908,Boozman (R-AR),Nay
2909,Braun (R-IN),Nay
2910,Brown (D-OH),Yea
2911,Burr (R-NC),Nay
2912,Cantwell (D-WA),Yea
2913,Capito (R-WV),Nay
2914,Cardin (D-MD),Yea
2915,Carper (D-DE),Yea
2916,Casey (D-PA),Yea
2917,Cassidy (R-LA),Yea
2918,Collins (R-ME),Yea
2919,Coons (D-DE),Yea
2920,Cornyn (R-TX),Nay
2921,Cortez Masto (D-NV),Yea
2922,Cotton (R-AR),Nay
2923,Cramer (R-ND),Nay
2924,Crapo (R-ID),Nay
2925,Cruz (R-TX),Nay
2926,Daines (R-MT),Nay
2927,Duckworth (D-IL),Yea
2928,Durbin (D-IL),Yea
2929,Enzi (R-WY),Nay
2930,Ernst (R-IA),Nay
2931,Feinstein (D-CA),Yea
2932,Fischer (R-NE),Nay
2933,Gardner (R-CO),Nay
2934,Gillibrand (D-NY),Yea
2935,Graham (R-SC),Nay
2936,Grassley (R-IA),Nay
2937,Harris (D-CA),Yea
2938,Hassan (D-NH),Yea
2939,Hawley (R-MO),Nay
2940,Heinrich (D-NM),Yea
2941,Hirono (D-HI),Yea
2942,Hoeven (R-ND),Nay
2943,Hyde-Smith (R-MS),Nay
2944,Inhofe (R-OK),Nay
2945,Johnson (R-WI),Nay
2946,Jones (D-AL),Yea
2947,Kaine (D-VA),Yea
2948,Kennedy (R-LA),Nay
2949,King (I-ME),Yea
2950,Klobuchar (D-MN),Yea
2951,Lankford (R-OK),Nay
2952,Leahy (D-VT),Yea
2953,Lee (R-UT),Yea
2954,Loeffler (R-GA),Nay
2955,Manchin (D-WV),Yea
2956,Markey (D-MA),Yea
2957,McConnell (R-KY),Nay
2958,McSally (R-AZ),Nay
2959,Menendez (D-NJ),Yea
2960,Merkley (D-OR),Yea
2961,Moran (R-KS),Yea
2962,Murkowski (R-AK),Yea
2963,Murphy (D-CT),Yea
2964,Murray (D-WA),Yea
2965,Paul (R-KY),Yea
2966,Perdue (R-GA),Nay
2967,Peters (D-MI),Yea
2968,Portman (R-OH),Nay
2969,Reed (D-RI),Yea
2970,Risch (R-ID),Nay
2971,Roberts (R-KS),Nay
2972,Romney (R-UT),Nay
2973,Rosen (D-NV),Yea
2974,Rounds (R-SD),Nay
2975,Rubio (R-FL),Nay
2976,Sanders (I-VT),Yea
2977,Sasse (R-NE),Nay
2978,Schatz (D-HI),Yea
2979,Schumer (D-NY),Yea
2980,Scott (R-FL),Nay
2981,Scott (R-SC),Nay
2982,Shaheen (D-NH),Yea
2983,Shelby (R-AL),Nay
2984,Sinema (D-AZ),Yea
2985,Smith (D-MN),Yea
2986,Stabenow (D-MI),Yea
2987,Sullivan (R-AK),Nay
2988,Tester (D-MT),Yea
2989,Thune (R-SD),Nay
2990,Tillis (R-NC),Nay
2991,Toomey (R-PA),Nay
2992,Udall (D-NM),Yea
2993,Van Hollen (D-MD),Yea
2994,Warner (D-VA),Yea
2995,Warren (D-MA),Yea
2996,Whitehouse (D-RI),Yea
2997,Wicker (R-MS),Nay
2998,Wyden (D-OR),Yea
2999,Young (R-IN),Yea
3000,Alexander (R-TN),Nay
3001,Baldwin (D-WI),Yea
3002,Barrasso (R-WY),Nay
3003,Bennet (D-CO),Yea
3004,Blackburn (R-TN),Nay
3005,Blumenthal (D-CT),Yea
3006,Blunt (R-MO),Nay
3007,Booker (D-NJ),Yea
3008,Boozman (R-AR),Nay
3009,Braun (R-IN),Nay
3010,Brown (D-OH),Yea
3011,Burr (R-NC),Nay
3012,Cantwell (D-WA),Yea
3013,Capito (R-WV),Nay
3014,Cardin (D-MD),Yea
3015,Carper (D-DE),Yea
3016,Casey (D-PA),Yea
3017,Cassidy (R-LA),Nay
3018,Collins (R-ME),Yea
3019,Coons (D-DE),Yea
3020,Cornyn (R-TX),Nay
3021,Cortez Masto (D-NV),Yea
3022,Cotton (R-AR),Nay
3023,Cramer (R-ND),Nay
3024,Crapo (R-ID),Nay
3025,Cruz (R-TX),Nay
3026,Daines (R-MT),Nay
3027,Duckworth (D-IL),Yea
3028,Durbin (D-IL),Yea
3029,Enzi (R-WY),Nay
3030,Ernst (R-IA),Nay
3031,Feinstein (D-CA),Yea
3032,Fischer (R-NE),Nay
3033,Gardner (R-CO),Nay
3034,Gillibrand (D-NY),Yea
3035,Graham (R-SC),Nay
3036,Grassley (R-IA),Nay
3037,Harris (D-CA),Yea
3038,Hassan (D-NH),Yea
3039,Hawley (R-MO),Nay
3040,Heinrich (D-NM),Yea
3041,Hirono (D-HI),Yea
3042,Hoeven (R-ND),Nay
3043,Hyde-Smith (R-MS),Nay
3044,Inhofe (R-OK),Nay
3045,Johnson (R-WI),Nay
3046,Jones (D-AL),Yea
3047,Kaine (D-VA),Yea
3048,Kennedy (R-LA),Nay
3049,King (I-ME),Yea
3050,Klobuchar (D-MN),Yea
3051,Lankford (R-OK),Nay
3052,Leahy (D-VT),Yea
3053,Lee (R-UT),Yea
3054,Loeffler (R-GA),Nay
3055,Manchin (D-WV),Yea
3056,Markey (D-MA),Yea
3057,McConnell (R-KY),Nay
3058,McSally (R-AZ),Nay
3059,Menendez (D-NJ),Yea
3060,Merkley (D-OR),Yea
3061,Moran (R-KS),Yea
3062,Murkowski (R-AK),Nay
3063,Murphy (D-CT),Yea
3064,Murray (D-WA),Yea
3065,Paul (R-KY),Yea
3066,Perdue (R-GA),Nay
3067,Peters (D-MI),Yea
3068,Portman (R-OH),Nay
3069,Reed (D-RI),Yea
3070,Risch (R-ID),Nay
3071,Roberts (R-KS),Nay
3072,Romney (R-UT),Nay
3073,Rosen (D-NV),Yea
3074,Rounds (R-SD),Nay
3075,Rubio (R-FL),Nay
3076,Sanders (I-VT),Yea
3077,Sasse (R-NE),Nay
3078,Schatz (D-HI),Yea
3079,Schumer (D-NY),Yea
3080,Scott (R-FL),Nay
3081,Scott (R-SC),Nay
3082,Shaheen (D-NH),Yea
3083,Shelby (R-AL),Nay
3084,Sinema (D-AZ),Yea
3085,Smith (D-MN),Yea
3086,Stabenow (D-MI),Yea
3087,Sullivan (R-AK),Nay
3088,Tester (D-MT),Yea
3089,Thune (R-SD),Nay
3090,Tillis (R-NC),Nay
3091,Toomey (R-PA),Nay
3092,Udall (D-NM),Yea
3093,Van Hollen (D-MD),Yea
3094,Warner (D-VA),Yea
3095,Warren (D-MA),Yea
3096,Whitehouse (D-RI),Yea
3097,Wicker (R-MS),Nay
3098,Wyden (D-OR),Yea
3099,Young (R-IN),Nay
3100,Alexander (R-TN),Nay
3101,Baldwin (D-WI),Yea
3102,Barrasso (R-WY),Nay
3103,Bennet (D-CO),Yea
3104,Blackburn (R-TN),Nay
3105,Blumenthal (D-CT),Yea
3106,Blunt (R-MO),Nay
3107,Booker (D-NJ),Yea
3108,Boozman (R-AR),Nay
3109,Braun (R-IN),Nay
3110,Brown (D-OH),Yea
3111,Burr (R-NC),Nay
3112,Cantwell (D-WA),Yea
3113,Capito (R-WV),Nay
3114,Cardin (D-MD),Yea
3115,Carper (D-DE),Yea
3116,Casey (D-PA),Yea
3117,Cassidy (R-LA),Yea
3118,Collins (R-ME),Yea
3119,Coons (D-DE),Yea
3120,Cornyn (R-TX),Nay
3121,Cortez Masto (D-NV),Yea
3122,Cotton (R-AR),Nay
3123,Cramer (R-ND),Nay
3124,Crapo (R-ID),Nay
3125,Cruz (R-TX),Nay
3126,Daines (R-MT),Nay
3127,Duckworth (D-IL),Yea
3128,Durbin (D-IL),Yea
3129,Enzi (R-WY),Nay
3130,Ernst (R-IA),Nay
3131,Feinstein (D-CA),Yea
3132,Fischer (R-NE),Nay
3133,Gardner (R-CO),Nay
3134,Gillibrand (D-NY),Yea
3135,Graham (R-SC),Nay
3136,Grassley (R-IA),Nay
3137,Harris (D-CA),Yea
3138,Hassan (D-NH),Yea
3139,Hawley (R-MO),Nay
3140,Heinrich (D-NM),Yea
3141,Hirono (D-HI),Yea
3142,Hoeven (R-ND),Nay
3143,Hyde-Smith (R-MS),Nay
3144,Inhofe (R-OK),Nay
3145,Johnson (R-WI),Nay
3146,Jones (D-AL),Yea
3147,Kaine (D-VA),Yea
3148,Kennedy (R-LA),Nay
3149,King (I-ME),Yea
3150,Klobuchar (D-MN),Yea
3151,Lankford (R-OK),Nay
3152,Leahy (D-VT),Yea
3153,Lee (R-UT),Yea
3154,Loeffler (R-GA),Nay
3155,Manchin (D-WV),Yea
3156,Markey (D-MA),Yea
3157,McConnell (R-KY),Nay
3158,McSally (R-AZ),Nay
3159,Menendez (D-NJ),Yea
3160,Merkley (D-OR),Yea
3161,Moran (R-KS),Yea
3162,Murkowski (R-AK),Yea
3163,Murphy (D-CT),Yea
3164,Murray (D-WA),Yea
3165,Paul (R-KY),Yea
3166,Perdue (R-GA),Nay
3167,Peters (D-MI),Yea
