,Senator Name,Decision,Bill
1697,Wicker (R-MS),1,16
1698,Wyden (D-OR),0,16
1699,Young (R-IN),0,16
1700,Alexander (R-TN),0,17
1701,Baldwin (D-WI),0,17
1702,Barrasso (R-WY),1,17
1703,Bennet (D-CO),0,17
1704,Blumenthal (D-CT),0,17
1705,Blunt (R-MO),1,17
1706,Booker (D-NJ),0,17
1707,Boozman (R-AR),1,17
1708,Brown (D-OH),0,17
1709,Burr (R-NC),1,17
1710,Cantwell (D-WA),0,17
1711,Capito (R-WV),1,17
1712,Cardin (D-MD),0,17
1713,Carper (D-DE),0,17
1714,Casey (D-PA),0,17
1715,Cassidy (R-LA),0,17
1716,Collins (R-ME),0,17
1717,Coons (D-DE),0,17
1718,Corker (R-TN),0,17
1719,Cornyn (R-TX),1,17
1720,Cortez Masto (D-NV),0,17
1721,Cotton (R-AR),1,17
1722,Crapo (R-ID),1,17
1723,Cruz (R-TX),1,17
1724,Daines (R-MT),1,17
1725,Donnelly (D-IN),0,17
1726,Duckworth (D-IL),0,17
1727,Durbin (D-IL),0,17
1728,Enzi (R-WY),1,17
1729,Ernst (R-IA),1,17
1730,Feinstein (D-CA),0,17
1731,Fischer (R-NE),1,17
1732,Flake (R-AZ),1,17
1733,Gardner (R-CO),1,17
1734,Gillibrand (D-NY),0,17
1735,Graham (R-SC),1,17
1736,Grassley (R-IA),1,17
1737,Harris (D-CA),0,17
1738,Hassan (D-NH),0,17
1739,Hatch (R-UT),1,17
1740,Heinrich (D-NM),0,17
1741,Heitkamp (D-ND),0,17
1742,Heller (R-NV),1,17
1743,Hirono (D-HI),0,17
1744,Hoeven (R-ND),1,17
1745,Hyde-Smith (R-MS),1,17
1746,Inhofe (R-OK),1,17
1747,Isakson (R-GA),1,17
1748,Johnson (R-WI),1,17
1749,Jones (D-AL),0,17
1750,Kaine (D-VA),0,17
1751,Kennedy (R-LA),1,17
1752,King (I-ME),0,17
1753,Klobuchar (D-MN),0,17
1754,Kyl (R-AZ),1,17
1755,Lankford (R-OK),1,17
1756,Leahy (D-VT),0,17
1757,Lee (R-UT),0,17
1758,Manchin (D-WV),0,17
1759,Markey (D-MA),0,17
1760,McCaskill (D-MO),0,17
1761,McConnell (R-KY),1,17
1762,Menendez (D-NJ),0,17
1763,Merkley (D-OR),0,17
1764,Moran (R-KS),0,17
1765,Murkowski (R-AK),0,17
1766,Murphy (D-CT),0,17
1767,Murray (D-WA),0,17
1768,Nelson (D-FL),0,17
1769,Paul (R-KY),0,17
1770,Perdue (R-GA),1,17
1771,Peters (D-MI),0,17
1772,Portman (R-OH),1,17
1773,Reed (D-RI),0,17
1774,Risch (R-ID),1,17
1775,Roberts (R-KS),1,17
1776,Rounds (R-SD),1,17
1777,Rubio (R-FL),1,17
1778,Sanders (I-VT),0,17
1779,Sasse (R-NE),1,17
1780,Schatz (D-HI),0,17
1781,Schumer (D-NY),0,17
1782,Scott (R-SC),1,17
1783,Shaheen (D-NH),0,17
1784,Shelby (R-AL),1,17
1785,Smith (D-MN),0,17
1786,Stabenow (D-MI),0,17
1787,Sullivan (R-AK),1,17
1788,Tester (D-MT),0,17
1789,Thune (R-SD),1,17
1790,Tillis (R-NC),2,17
1791,Toomey (R-PA),1,17
1792,Udall (D-NM),0,17
1793,Van Hollen (D-MD),0,17
1794,Warner (D-VA),0,17
1795,Warren (D-MA),0,17
1796,Whitehouse (D-RI),0,17
1797,Wicker (R-MS),1,17
1798,Wyden (D-OR),0,17
1799,Young (R-IN),0,17
1800,Alexander (R-TN),1,18
1801,Baldwin (D-WI),0,18
1802,Barrasso (R-WY),1,18
1803,Bennet (D-CO),0,18
1804,Blumenthal (D-CT),0,18
1805,Blunt (R-MO),1,18
1806,Booker (D-NJ),0,18
1807,Boozman (R-AR),1,18
1808,Brown (D-OH),0,18
1809,Burr (R-NC),1,18
1810,Cantwell (D-WA),0,18
1811,Capito (R-WV),1,18
1812,Cardin (D-MD),0,18
1813,Carper (D-DE),0,18
1814,Casey (D-PA),0,18
1815,Cassidy (R-LA),0,18
1816,Collins (R-ME),0,18
1817,Coons (D-DE),0,18
1818,Corker (R-TN),1,18
1819,Cornyn (R-TX),1,18
1820,Cortez Masto (D-NV),0,18
1821,Cotton (R-AR),1,18
1822,Crapo (R-ID),0,18
1823,Cruz (R-TX),1,18
1824,Daines (R-MT),0,18
1825,Donnelly (D-IN),0,18
1826,Duckworth (D-IL),0,18
1827,Durbin (D-IL),0,18
1828,Enzi (R-WY),1,18
1829,Ernst (R-IA),1,18
1830,Feinstein (D-CA),0,18
1831,Fischer (R-NE),1,18
1832,Flake (R-AZ),0,18
1833,Gardner (R-CO),1,18
1834,Gillibrand (D-NY),0,18
1835,Graham (R-SC),1,18
1836,Grassley (R-IA),1,18
1837,Harris (D-CA),0,18
1838,Hassan (D-NH),0,18
1839,Hatch (R-UT),1,18
1840,Heinrich (D-NM),0,18
1841,Heitkamp (D-ND),0,18
1842,Heller (R-NV),1,18
1843,Hirono (D-HI),0,18
1844,Hoeven (R-ND),1,18
1845,Hyde-Smith (R-MS),1,18
1846,Inhofe (R-OK),1,18
1847,Isakson (R-GA),1,18
1848,Johnson (R-WI),1,18
1849,Jones (D-AL),0,18
1850,Kaine (D-VA),0,18
1851,Kennedy (R-LA),1,18
1852,King (I-ME),0,18
1853,Klobuchar (D-MN),0,18
1854,Kyl (R-AZ),1,18
1855,Lankford (R-OK),1,18
1856,Leahy (D-VT),0,18
1857,Lee (R-UT),0,18
1858,Manchin (D-WV),0,18
1859,Markey (D-MA),0,18
1860,McCaskill (D-MO),0,18
1861,McConnell (R-KY),1,18
1862,Menendez (D-NJ),0,18
1863,Merkley (D-OR),0,18
1864,Moran (R-KS),0,18
1865,Murkowski (R-AK),0,18
1866,Murphy (D-CT),0,18
1867,Murray (D-WA),0,18
1868,Nelson (D-FL),0,18
1869,Paul (R-KY),0,18
1870,Perdue (R-GA),1,18
1871,Peters (D-MI),0,18
1872,Portman (R-OH),1,18
1873,Reed (D-RI),0,18
1874,Risch (R-ID),0,18
1875,Roberts (R-KS),1,18
1876,Rounds (R-SD),1,18
1877,Rubio (R-FL),1,18
1878,Sanders (I-VT),0,18
1879,Sasse (R-NE),1,18
1880,Schatz (D-HI),0,18
1881,Schumer (D-NY),0,18
1882,Scott (R-SC),1,18
1883,Shaheen (D-NH),0,18
1884,Shelby (R-AL),1,18
1885,Smith (D-MN),0,18
1886,Stabenow (D-MI),0,18
1887,Sullivan (R-AK),1,18
1888,Tester (D-MT),0,18
1889,Thune (R-SD),1,18
1890,Tillis (R-NC),2,18
1891,Toomey (R-PA),1,18
1892,Udall (D-NM),0,18
1893,Van Hollen (D-MD),0,18
1894,Warner (D-VA),0,18
1895,Warren (D-MA),0,18
1896,Whitehouse (D-RI),0,18
1897,Wicker (R-MS),1,18
1898,Wyden (D-OR),0,18
1899,Young (R-IN),0,18
1900,Alexander (R-TN),1,19
1901,Baldwin (D-WI),0,19
1902,Barrasso (R-WY),1,19
1903,Bennet (D-CO),0,19
1904,Blumenthal (D-CT),0,19
1905,Blunt (R-MO),1,19
1906,Booker (D-NJ),0,19
1907,Boozman (R-AR),1,19
1908,Brown (D-OH),0,19
1909,Burr (R-NC),1,19
1910,Cantwell (D-WA),0,19
1911,Capito (R-WV),1,19
1912,Cardin (D-MD),0,19
1913,Carper (D-DE),0,19
1914,Casey (D-PA),0,19
1915,Cassidy (R-LA),1,19
1916,Collins (R-ME),0,19
1917,Coons (D-DE),0,19
1918,Corker (R-TN),1,19
1919,Cornyn (R-TX),1,19
1920,Cortez Masto (D-NV),0,19
1921,Cotton (R-AR),1,19
1922,Crapo (R-ID),1,19
1923,Cruz (R-TX),1,19
1924,Daines (R-MT),1,19
1925,Donnelly (D-IN),0,19
1926,Duckworth (D-IL),0,19
1927,Durbin (D-IL),0,19
1928,Enzi (R-WY),1,19
1929,Ernst (R-IA),1,19
1930,Feinstein (D-CA),0,19
1931,Fischer (R-NE),1,19
1932,Flake (R-AZ),1,19
1933,Gardner (R-CO),1,19
1934,Gillibrand (D-NY),0,19
1935,Graham (R-SC),1,19
1936,Grassley (R-IA),1,19
1937,Harris (D-CA),0,19
1938,Hassan (D-NH),0,19
1939,Hatch (R-UT),1,19
1940,Heinrich (D-NM),0,19
1941,Heitkamp (D-ND),0,19
1942,Heller (R-NV),1,19
1943,Hirono (D-HI),0,19
1944,Hoeven (R-ND),1,19
1945,Hyde-Smith (R-MS),1,19
1946,Inhofe (R-OK),1,19
1947,Isakson (R-GA),1,19
1948,Johnson (R-WI),1,19
1949,Jones (D-AL),0,19
1950,Kaine (D-VA),0,19
1951,Kennedy (R-LA),1,19
1952,King (I-ME),0,19
1953,Klobuchar (D-MN),0,19
1954,Kyl (R-AZ),1,19
1955,Lankford (R-OK),1,19
1956,Leahy (D-VT),0,19
1957,Lee (R-UT),1,19
1958,Manchin (D-WV),0,19
1959,Markey (D-MA),0,19
1960,McCaskill (D-MO),0,19
1961,McConnell (R-KY),1,19
1962,Menendez (D-NJ),0,19
1963,Merkley (D-OR),0,19
1964,Moran (R-KS),1,19
1965,Murkowski (R-AK),1,19
1966,Murphy (D-CT),0,19
1967,Murray (D-WA),0,19
1968,Nelson (D-FL),0,19
1969,Paul (R-KY),1,19
1970,Perdue (R-GA),1,19
1971,Peters (D-MI),0,19
1972,Portman (R-OH),1,19
1973,Reed (D-RI),0,19
1974,Risch (R-ID),1,19
1975,Roberts (R-KS),1,19
1976,Rounds (R-SD),1,19
1977,Rubio (R-FL),1,19
1978,Sanders (I-VT),0,19
1979,Sasse (R-NE),1,19
1980,Schatz (D-HI),0,19
1981,Schumer (D-NY),0,19
1982,Scott (R-SC),1,19
1983,Shaheen (D-NH),0,19
1984,Shelby (R-AL),1,19
1985,Smith (D-MN),0,19
1986,Stabenow (D-MI),0,19
1987,Sullivan (R-AK),1,19
1988,Tester (D-MT),0,19
1989,Thune (R-SD),1,19
1990,Tillis (R-NC),2,19
1991,Toomey (R-PA),1,19
1992,Udall (D-NM),0,19
1993,Van Hollen (D-MD),0,19
1994,Warner (D-VA),0,19
1995,Warren (D-MA),0,19
1996,Whitehouse (D-RI),0,19
1997,Wicker (R-MS),1,19
1998,Wyden (D-OR),0,19
1999,Young (R-IN),1,19
2000,Alexander (R-TN),1,20
2001,Baldwin (D-WI),0,20
2002,Barrasso (R-WY),1,20
2003,Bennet (D-CO),0,20
2004,Blumenthal (D-CT),0,20
2005,Blunt (R-MO),1,20
2006,Booker (D-NJ),0,20
2007,Boozman (R-AR),1,20
2008,Brown (D-OH),0,20
2009,Burr (R-NC),1,20
2010,Cantwell (D-WA),0,20
2011,Capito (R-WV),1,20
2012,Cardin (D-MD),0,20
2013,Carper (D-DE),0,20
2014,Casey (D-PA),0,20
2015,Cassidy (R-LA),1,20
2016,Collins (R-ME),0,20
2017,Coons (D-DE),0,20
2018,Corker (R-TN),1,20
2019,Cornyn (R-TX),1,20
2020,Cortez Masto (D-NV),0,20
2021,Cotton (R-AR),1,20
2022,Crapo (R-ID),1,20
2023,Cruz (R-TX),1,20
2024,Daines (R-MT),1,20
2025,Donnelly (D-IN),0,20
2026,Duckworth (D-IL),0,20
2027,Durbin (D-IL),0,20
2028,Enzi (R-WY),1,20
2029,Ernst (R-IA),1,20
2030,Feinstein (D-CA),0,20
2031,Fischer (R-NE),1,20
2032,Flake (R-AZ),1,20
2033,Gardner (R-CO),1,20
2034,Gillibrand (D-NY),0,20
2035,Graham (R-SC),1,20
2036,Grassley (R-IA),1,20
2037,Harris (D-CA),0,20
2038,Hassan (D-NH),0,20
2039,Hatch (R-UT),1,20
2040,Heinrich (D-NM),0,20
2041,Heitkamp (D-ND),0,20
2042,Heller (R-NV),1,20
2043,Hirono (D-HI),0,20
2044,Hoeven (R-ND),1,20
2045,Hyde-Smith (R-MS),1,20
2046,Inhofe (R-OK),1,20
2047,Isakson (R-GA),1,20
2048,Johnson (R-WI),1,20
2049,Jones (D-AL),0,20
2050,Kaine (D-VA),0,20
2051,Kennedy (R-LA),1,20
2052,King (I-ME),0,20
2053,Klobuchar (D-MN),0,20
2054,Kyl (R-AZ),1,20
2055,Lankford (R-OK),1,20
2056,Leahy (D-VT),0,20
2057,Lee (R-UT),1,20
2058,Manchin (D-WV),0,20
2059,Markey (D-MA),0,20
2060,McCaskill (D-MO),0,20
2061,McConnell (R-KY),1,20
2062,Menendez (D-NJ),0,20
2063,Merkley (D-OR),0,20
2064,Moran (R-KS),1,20
2065,Murkowski (R-AK),1,20
2066,Murphy (D-CT),0,20
2067,Murray (D-WA),0,20
2068,Nelson (D-FL),0,20
2069,Paul (R-KY),1,20
2070,Perdue (R-GA),1,20
2071,Peters (D-MI),0,20
2072,Portman (R-OH),1,20
2073,Reed (D-RI),0,20
2074,Risch (R-ID),1,20
2075,Roberts (R-KS),1,20
2076,Rounds (R-SD),1,20
2077,Rubio (R-FL),1,20
2078,Sanders (I-VT),0,20
2079,Sasse (R-NE),1,20
2080,Schatz (D-HI),0,20
2081,Schumer (D-NY),0,20
2082,Scott (R-SC),1,20
2083,Shaheen (D-NH),0,20
2084,Shelby (R-AL),1,20
2085,Smith (D-MN),0,20
2086,Stabenow (D-MI),0,20
2087,Sullivan (R-AK),1,20
2088,Tester (D-MT),0,20
2089,Thune (R-SD),1,20
2090,Tillis (R-NC),1,20
2091,Toomey (R-PA),1,20
2092,Udall (D-NM),0,20
2093,Van Hollen (D-MD),0,20
2094,Warner (D-VA),0,20
2095,Warren (D-MA),0,20
2096,Whitehouse (D-RI),0,20
2097,Wicker (R-MS),1,20
2098,Wyden (D-OR),0,20
2099,Young (R-IN),1,20
2100,Alexander (R-TN),0,21
2101,Baldwin (D-WI),0,21
2102,Barrasso (R-WY),0,21
2103,Bennet (D-CO),0,21
2104,Blumenthal (D-CT),0,21
2105,Blunt (R-MO),0,21
2106,Booker (D-NJ),0,21
2107,Boozman (R-AR),0,21
2108,Brown (D-OH),0,21
2109,Burr (R-NC),0,21
2110,Cantwell (D-WA),0,21
2111,Capito (R-WV),0,21
2112,Cardin (D-MD),0,21
2113,Carper (D-DE),0,21
2114,Casey (D-PA),0,21
2115,Cassidy (R-LA),0,21
2116,Collins (R-ME),0,21
2117,Coons (D-DE),0,21
2118,Corker (R-TN),0,21
2119,Cornyn (R-TX),0,21
2120,Cortez Masto (D-NV),0,21
2121,Cotton (R-AR),0,21
2122,Crapo (R-ID),0,21
2123,Cruz (R-TX),0,21
2124,Daines (R-MT),0,21
2125,Donnelly (D-IN),0,21
2126,Duckworth (D-IL),0,21
2127,Durbin (D-IL),0,21
2128,Enzi (R-WY),0,21
2129,Ernst (R-IA),0,21
2130,Feinstein (D-CA),0,21
2131,Fischer (R-NE),0,21
2132,Flake (R-AZ),0,21
2133,Gardner (R-CO),0,21
2134,Gillibrand (D-NY),0,21
2135,Graham (R-SC),0,21
2136,Grassley (R-IA),0,21
2137,Harris (D-CA),0,21
2138,Hassan (D-NH),0,21
2139,Hatch (R-UT),0,21
2140,Heinrich (D-NM),0,21
2141,Heitkamp (D-ND),0,21
2142,Heller (R-NV),0,21
2143,Hirono (D-HI),0,21
2144,Hoeven (R-ND),0,21
2145,Hyde-Smith (R-MS),0,21
2146,Inhofe (R-OK),0,21
2147,Isakson (R-GA),0,21
2148,Johnson (R-WI),0,21
2149,Jones (D-AL),0,21
2150,Kaine (D-VA),0,21
2151,Kennedy (R-LA),0,21
2152,King (I-ME),0,21
2153,Klobuchar (D-MN),0,21
2154,Kyl (R-AZ),0,21
2155,Lankford (R-OK),0,21
2156,Leahy (D-VT),0,21
2157,Lee (R-UT),1,21
2158,Manchin (D-WV),0,21
2159,Markey (D-MA),0,21
2160,McCaskill (D-MO),0,21
2161,McConnell (R-KY),0,21
2162,Menendez (D-NJ),0,21
2163,Merkley (D-OR),0,21
2164,Moran (R-KS),0,21
2165,Murkowski (R-AK),0,21
2166,Murphy (D-CT),0,21
2167,Murray (D-WA),0,21
2168,Nelson (D-FL),0,21
2169,Paul (R-KY),0,21
2170,Perdue (R-GA),0,21
2171,Peters (D-MI),0,21
2172,Portman (R-OH),0,21
2173,Reed (D-RI),0,21
2174,Risch (R-ID),0,21
2175,Roberts (R-KS),0,21
2176,Rounds (R-SD),0,21
2177,Rubio (R-FL),0,21
2178,Sanders (I-VT),0,21
2179,Sasse (R-NE),0,21
2180,Schatz (D-HI),0,21
2181,Schumer (D-NY),0,21
2182,Scott (R-SC),0,21
2183,Shaheen (D-NH),0,21
2184,Shelby (R-AL),0,21
2185,Smith (D-MN),0,21
2186,Stabenow (D-MI),0,21
2187,Sullivan (R-AK),0,21
2188,Tester (D-MT),0,21
2189,Thune (R-SD),0,21
2190,Tillis (R-NC),0,21
2191,Toomey (R-PA),0,21
2192,Udall (D-NM),0,21
2193,Van Hollen (D-MD),0,21
2194,Warner (D-VA),0,21
2195,Warren (D-MA),0,21
2196,Whitehouse (D-RI),0,21
2197,Wicker (R-MS),0,21
2198,Wyden (D-OR),0,21
2199,Young (R-IN),0,21
2200,Alexander (R-TN),0,22
2201,Baldwin (D-WI),0,22
2202,Barrasso (R-WY),0,22
2203,Bennet (D-CO),0,22
2204,Blumenthal (D-CT),0,22
2205,Blunt (R-MO),0,22
2206,Booker (D-NJ),2,22
2207,Boozman (R-AR),0,22
2208,Brown (D-OH),0,22
2209,Burr (R-NC),1,22
2210,Cantwell (D-WA),0,22
2211,Capito (R-WV),0,22
2212,Cardin (D-MD),0,22
2213,Carper (D-DE),0,22
2214,Casey (D-PA),0,22
2215,Cassidy (R-LA),0,22
2216,Collins (R-ME),0,22
2217,Coons (D-DE),0,22
2218,Corker (R-TN),0,22
2219,Cornyn (R-TX),0,22
2220,Cortez Masto (D-NV),0,22
2221,Cotton (R-AR),0,22
2222,Crapo (R-ID),0,22
2223,Cruz (R-TX),0,22
2224,Daines (R-MT),0,22
2225,Donnelly (D-IN),0,22
2226,Duckworth (D-IL),0,22
2227,Durbin (D-IL),0,22
2228,Enzi (R-WY),0,22
2229,Ernst (R-IA),0,22
2230,Feinstein (D-CA),0,22
2231,Fischer (R-NE),0,22
2232,Flake (R-AZ),0,22
2233,Gardner (R-CO),0,22
2234,Gillibrand (D-NY),0,22
2235,Graham (R-SC),0,22
2236,Grassley (R-IA),0,22
2237,Harris (D-CA),0,22
2238,Hassan (D-NH),0,22
2239,Hatch (R-UT),0,22
2240,Heinrich (D-NM),0,22
2241,Heitkamp (D-ND),0,22
2242,Heller (R-NV),0,22
2243,Hirono (D-HI),0,22
2244,Hoeven (R-ND),0,22
2245,Hyde-Smith (R-MS),0,22
2246,Inhofe (R-OK),0,22
2247,Isakson (R-GA),0,22
2248,Johnson (R-WI),0,22
2249,Jones (D-AL),0,22
2250,Kaine (D-VA),0,22
2251,Kennedy (R-LA),0,22
2252,King (I-ME),0,22
2253,Klobuchar (D-MN),0,22
2254,Kyl (R-AZ),0,22
2255,Lankford (R-OK),0,22
2256,Leahy (D-VT),0,22
2257,Lee (R-UT),1,22
2258,Manchin (D-WV),0,22
2259,Markey (D-MA),0,22
2260,McCaskill (D-MO),0,22
2261,McConnell (R-KY),0,22
2262,Menendez (D-NJ),0,22
2263,Merkley (D-OR),0,22
2264,Moran (R-KS),0,22
2265,Murkowski (R-AK),0,22
2266,Murphy (D-CT),0,22
2267,Murray (D-WA),0,22
2268,Nelson (D-FL),0,22
2269,Paul (R-KY),0,22
2270,Perdue (R-GA),0,22
2271,Peters (D-MI),0,22
2272,Portman (R-OH),0,22
2273,Reed (D-RI),0,22
2274,Risch (R-ID),0,22
2275,Roberts (R-KS),0,22
2276,Rounds (R-SD),0,22
2277,Rubio (R-FL),0,22
2278,Sanders (I-VT),0,22
2279,Sasse (R-NE),0,22
2280,Schatz (D-HI),1,22
2281,Schumer (D-NY),0,22
2282,Scott (R-SC),0,22
2283,Shaheen (D-NH),0,22
2284,Shelby (R-AL),0,22
2285,Smith (D-MN),0,22
2286,Stabenow (D-MI),0,22
2287,Sullivan (R-AK),0,22
2288,Tester (D-MT),0,22
2289,Thune (R-SD),0,22
2290,Tillis (R-NC),0,22
2291,Toomey (R-PA),0,22
2292,Udall (D-NM),0,22
2293,Van Hollen (D-MD),0,22
2294,Warner (D-VA),0,22
2295,Warren (D-MA),0,22
2296,Whitehouse (D-RI),0,22
2297,Wicker (R-MS),0,22
2298,Wyden (D-OR),0,22
2299,Young (R-IN),0,22
2300,Alexander (R-TN),0,23
2301,Baldwin (D-WI),0,23
2302,Barrasso (R-WY),0,23
2303,Bennet (D-CO),0,23
2304,Blumenthal (D-CT),0,23
2305,Blunt (R-MO),0,23
2306,Booker (D-NJ),0,23
2307,Boozman (R-AR),0,23
2308,Brown (D-OH),0,23
2309,Burr (R-NC),0,23
2310,Cantwell (D-WA),0,23
2311,Capito (R-WV),0,23
2312,Cardin (D-MD),0,23
2313,Carper (D-DE),0,23
2314,Casey (D-PA),0,23
2315,Cassidy (R-LA),0,23
2316,Collins (R-ME),0,23
2317,Coons (D-DE),0,23
2318,Corker (R-TN),0,23
2319,Cornyn (R-TX),0,23
2320,Cortez Masto (D-NV),0,23
2321,Cotton (R-AR),0,23
2322,Crapo (R-ID),0,23
2323,Cruz (R-TX),0,23
2324,Daines (R-MT),0,23
2325,Donnelly (D-IN),0,23
2326,Duckworth (D-IL),0,23
2327,Durbin (D-IL),0,23
2328,Enzi (R-WY),0,23
2329,Ernst (R-IA),0,23
2330,Feinstein (D-CA),0,23
2331,Fischer (R-NE),0,23
2332,Flake (R-AZ),0,23
2333,Gardner (R-CO),0,23
2334,Gillibrand (D-NY),0,23
2335,Graham (R-SC),0,23
2336,Grassley (R-IA),0,23
2337,Harris (D-CA),0,23
2338,Hassan (D-NH),0,23
2339,Hatch (R-UT),0,23
2340,Heinrich (D-NM),0,23
2341,Heitkamp (D-ND),0,23
2342,Heller (R-NV),0,23
2343,Hirono (D-HI),0,23
2344,Hoeven (R-ND),0,23
2345,Hyde-Smith (R-MS),0,23
2346,Inhofe (R-OK),0,23
2347,Isakson (R-GA),0,23
2348,Johnson (R-WI),0,23
2349,Jones (D-AL),0,23
2350,Kaine (D-VA),0,23
2351,Kennedy (R-LA),0,23
2352,King (I-ME),0,23
2353,Klobuchar (D-MN),0,23
2354,Kyl (R-AZ),0,23
2355,Lankford (R-OK),0,23
2356,Leahy (D-VT),0,23
2357,Lee (R-UT),1,23
2358,Manchin (D-WV),0,23
2359,Markey (D-MA),0,23
2360,McCaskill (D-MO),0,23
2361,McConnell (R-KY),0,23
2362,Menendez (D-NJ),0,23
2363,Merkley (D-OR),0,23
2364,Moran (R-KS),0,23
2365,Murkowski (R-AK),0,23
2366,Murphy (D-CT),0,23
2367,Murray (D-WA),0,23
2368,Nelson (D-FL),0,23
2369,Paul (R-KY),1,23
2370,Perdue (R-GA),0,23
2371,Peters (D-MI),0,23
2372,Portman (R-OH),0,23
2373,Reed (D-RI),0,23
2374,Risch (R-ID),0,23
2375,Roberts (R-KS),0,23
2376,Rounds (R-SD),0,23
2377,Rubio (R-FL),0,23
2378,Sanders (I-VT),0,23
2379,Sasse (R-NE),0,23
2380,Schatz (D-HI),0,23
2381,Schumer (D-NY),0,23
2382,Scott (R-SC),0,23
2383,Shaheen (D-NH),0,23
2384,Shelby (R-AL),0,23
2385,Smith (D-MN),0,23
2386,Stabenow (D-MI),0,23
2387,Sullivan (R-AK),0,23
2388,Tester (D-MT),0,23
2389,Thune (R-SD),0,23
2390,Tillis (R-NC),0,23
2391,Toomey (R-PA),0,23
2392,Udall (D-NM),0,23
2393,Van Hollen (D-MD),0,23
2394,Warner (D-VA),0,23
2395,Warren (D-MA),0,23
2396,Whitehouse (D-RI),0,23
2397,Wicker (R-MS),0,23
2398,Wyden (D-OR),0,23
2399,Young (R-IN),0,23
2400,Alexander (R-TN),0,24
2401,Baldwin (D-WI),0,24
2402,Barrasso (R-WY),1,24
2403,Bennet (D-CO),0,24
2404,Blumenthal (D-CT),0,24
2405,Blunt (R-MO),0,24
2406,Booker (D-NJ),0,24
2407,Boozman (R-AR),0,24
2408,Brown (D-OH),0,24
2409,Burr (R-NC),0,24
2410,Cantwell (D-WA),0,24
2411,Capito (R-WV),0,24
2412,Cardin (D-MD),0,24
2413,Carper (D-DE),0,24
2414,Casey (D-PA),0,24
2415,Cassidy (R-LA),0,24
2416,Collins (R-ME),0,24
2417,Coons (D-DE),0,24
2418,Corker (R-TN),0,24
2419,Cornyn (R-TX),0,24
2420,Cortez Masto (D-NV),0,24
2421,Cotton (R-AR),1,24
2422,Crapo (R-ID),0,24
2423,Cruz (R-TX),0,24
2424,Daines (R-MT),0,24
2425,Donnelly (D-IN),0,24
2426,Duckworth (D-IL),0,24
2427,Durbin (D-IL),0,24
2428,Enzi (R-WY),1,24
2429,Ernst (R-IA),0,24
2430,Feinstein (D-CA),0,24
2431,Fischer (R-NE),0,24
2432,Flake (R-AZ),2,24
2433,Gardner (R-CO),0,24
2434,Gillibrand (D-NY),0,24
2435,Graham (R-SC),0,24
2436,Grassley (R-IA),0,24
2437,Harris (D-CA),0,24
2438,Hassan (D-NH),0,24
2439,Hatch (R-UT),0,24
2440,Heinrich (D-NM),0,24
2441,Heitkamp (D-ND),0,24
2442,Heller (R-NV),0,24
2443,Hirono (D-HI),0,24
2444,Hoeven (R-ND),0,24
2445,Hyde-Smith (R-MS),0,24
2446,Inhofe (R-OK),1,24
2447,Isakson (R-GA),0,24
2448,Johnson (R-WI),1,24
2449,Jones (D-AL),0,24
2450,Kaine (D-VA),0,24
2451,Kennedy (R-LA),0,24
2452,King (I-ME),0,24
2453,Klobuchar (D-MN),0,24
2454,Lankford (R-OK),1,24
2455,Leahy (D-VT),0,24
2456,Lee (R-UT),1,24
2457,Manchin (D-WV),0,24
2458,Markey (D-MA),0,24
2459,McCain (R-AZ),2,24
2460,McCaskill (D-MO),0,24
2461,McConnell (R-KY),0,24
2462,Menendez (D-NJ),0,24
2463,Merkley (D-OR),0,24
2464,Moran (R-KS),0,24
2465,Murkowski (R-AK),0,24
2466,Murphy (D-CT),0,24
2467,Murray (D-WA),0,24
2468,Nelson (D-FL),0,24
2469,Paul (R-KY),1,24
2470,Perdue (R-GA),0,24
2471,Peters (D-MI),0,24
2472,Portman (R-OH),0,24
2473,Reed (D-RI),0,24
2474,Risch (R-ID),1,24
2475,Roberts (R-KS),0,24
2476,Rounds (R-SD),0,24
2477,Rubio (R-FL),0,24
2478,Sanders (I-VT),0,24
2479,Sasse (R-NE),1,24
2480,Schatz (D-HI),0,24
2481,Schumer (D-NY),0,24
2482,Scott (R-SC),0,24
2483,Shaheen (D-NH),0,24
2484,Shelby (R-AL),1,24
2485,Smith (D-MN),0,24
2486,Stabenow (D-MI),0,24
2487,Sullivan (R-AK),0,24
2488,Tester (D-MT),0,24
2489,Thune (R-SD),0,24
2490,Tillis (R-NC),0,24
2491,Toomey (R-PA),1,24
2492,Udall (D-NM),0,24
2493,Van Hollen (D-MD),0,24
2494,Warner (D-VA),0,24
2495,Warren (D-MA),0,24
2496,Whitehouse (D-RI),0,24
2497,Wicker (R-MS),0,24
2498,Wyden (D-OR),0,24
2499,Young (R-IN),0,24
2500,Alexander (R-TN),0,25
2501,Baldwin (D-WI),0,25
2502,Barrasso (R-WY),0,25
2503,Bennet (D-CO),0,25
2504,Blumenthal (D-CT),0,25
2505,Blunt (R-MO),0,25
2506,Booker (D-NJ),0,25
2507,Boozman (R-AR),0,25
2508,Brown (D-OH),0,25
2509,Burr (R-NC),0,25
2510,Cantwell (D-WA),0,25
2511,Capito (R-WV),0,25
2512,Cardin (D-MD),0,25
2513,Carper (D-DE),0,25
2514,Casey (D-PA),0,25
2515,Cassidy (R-LA),0,25
2516,Collins (R-ME),0,25
2517,Coons (D-DE),0,25
